Timestamp,Thermocouple_1,Thermocouple_2,Thermocouple_3,Thermocouple_4,Thermocouple_5,Thermocouple_6,Thermocouple_7,Thermocouple_8,Analog_1,Analog_2,Analog_3,Analog_4,Analog_5,Analog_6,Analog_7,Analog_8,Digital_1,Digital_2,Digital_3,Digital_4,Digital_5,Digital_6,Digital_7,Digital_8
2020-02-28 13:02:09.904390,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.43,1.42,1.40,1.41,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:10.512720, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.36,1.37,1.35,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:11.567510, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.37,1.36,1.37,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:12.632264, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.36,1.36,1.36,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:13.697190, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.37,1.37,1.37,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:14.762420, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.37,1.36,1.37,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:15.822918, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.36,1.38,1.37,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:16.887878, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.39,1.39,1.38,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:17.956637, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.36,1.35,1.36,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:19.017563, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.38,1.36,1.37,1.35,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:20.082415, NAN, NAN, NAN, NAN, NAN, NAN, NAN, NAN,1.38,1.35,1.36,1.30,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:21.143142, NAN, NAN, NAN, NAN, NAN, NAN, NAN, NAN,1.37,1.34,1.34,1.35,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:22.208191, NAN, NAN, NAN, NAN, NAN, NAN, NAN, NAN,1.36,1.37,1.36,1.34,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:23.268976, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.36,1.38,1.36,1.41,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:24.333757, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.39,1.38,1.36,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:25.394601, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.37,1.43,1.35,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:26.459435, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.37,1.37,1.35,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:27.524250, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.37,1.37,1.36,1.35,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:28.585352, NAN, NAN, NAN, NAN, NAN, NAN, NAN, NAN,1.37,1.35,1.37,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:29.651100, NAN, NAN, NAN, NAN, NAN, NAN, NAN, NAN,1.35,1.37,1.37,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:30.710850, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.36,1.38,1.40,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:31.775689, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.37,1.37,1.39,1.38,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:32.836459, NAN, NAN, NAN, NAN, NAN, NAN, NAN, NAN,1.38,1.37,1.36,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:33.901335, NAN, NAN, NAN, NAN, NAN, NAN, NAN, NAN,1.36,1.37,1.37,1.35,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:34.965654, NAN, NAN, NAN, NAN, NAN, NAN, NAN, NAN,1.36,1.37,1.38,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:36.027102, NAN, NAN, NAN, NAN, NAN, NAN, NAN, NAN,1.35,1.37,1.36,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:37.091784, NAN, NAN, NAN, NAN, NAN, NAN, NAN, NAN,1.33,1.36,1.36,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:38.152772, NAN, NAN, NAN, NAN, NAN, NAN, NAN, NAN,1.36,1.37,1.36,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:39.217523, NAN, NAN, NAN, NAN, NAN, NAN, NAN, NAN,1.34,1.39,1.37,1.38,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:40.278670, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.37,1.38,1.35,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:41.343305, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.35,1.38,1.37,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:42.404265, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.35,1.38,1.39,1.34,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:43.469083, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.36,1.35,1.37,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:44.529870, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.37,1.37,1.38,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:45.594815, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.36,1.34,1.40,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:46.659392, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.37,1.37,1.36,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:47.720475, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.37,1.34,1.37,1.38,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:48.785097, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.37,1.37,1.36,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:49.846015, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.36,1.37,1.36,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:50.910814, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.35,1.37,1.36,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:51.971660, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.35,1.40,1.35,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:53.036558, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.37,1.36,1.37,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:54.097316, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.36,1.35,1.37,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:55.162255, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.35,1.36,1.38,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:56.226958, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.37,1.37,1.36,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:57.287847, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.37,1.37,1.37,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:58.352789, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.37,1.36,1.38,1.35,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:02:59.413546, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.37,1.37,1.37,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:00.478346, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.36,1.37,1.36,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:01.539313, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.37,1.38,1.37,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:02.604081, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.35,1.36,1.37,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:03.664946, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.36,1.33,1.37,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:04.729795, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.37,1.36,1.37,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:05.790773, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.36,1.35,1.37,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:06.856941, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.35,1.38,1.37,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:07.920371, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.38,1.37,1.36,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:08.981305, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.36,1.31,1.37,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:10.045934, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.36,1.38,1.36,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:11.106845, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.37,1.35,1.36,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:12.171627, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.35,1.37,1.37,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:13.232635, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.36,1.39,1.36,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:14.298242, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.36,1.37,1.36,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:15.358282, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.36,1.36,1.37,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:16.427903, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.35,1.38,1.35,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:17.487922, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.36,1.38,1.36,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:18.548889, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,3.22,3.26,3.28,3.26,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:19.613551, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,8.95,9.01,9.05,9.02,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:20.674674, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,9.26,9.27,9.27,9.30,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:21.739308, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,9.33,9.29,9.37,9.33,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:22.800059, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,9.29,9.35,9.31,9.25,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:23.864904, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,9.34,9.35,9.31,9.35,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:24.929753, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,9.34,9.37,9.38,9.35,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:25.990614, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.37,1.36,1.36,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:27.056189, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.37,1.35,1.42,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:28.116274, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.37,1.37,1.35,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:29.181096, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.36,1.37,1.35,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:30.242041, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.37,1.36,1.37,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:31.306833, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.36,1.44,1.36,1.35,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:32.367699, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.37,1.38,1.38,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:33.432577, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.37,1.36,1.37,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:34.493333, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.38,1.38,1.38,1.35,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:35.558290, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.36,1.38,1.36,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:36.623045, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.37,1.37,1.37,1.37,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:37.683929, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.36,1.39,1.37,1.32,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2020-02-28 13:03:38.748650, NAN, NAN, NAN, NAN, NAN,NAN, NAN, NAN,1.37,1.38,1.37,1.36,NAN,NAN,NAN,NAN,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF
